val,measure
63.6216820096979,49.9852129161302
78.1993079289872,60.8365456789621
67.8878965912319,44.7136866580695
67.1437837820784,90.941032408884
78.5939559764775,50.6831583274473
73.9616811371112,45.2426172029227
76.177481937225,44.8335883999243
73.9794856120197,65.3463429331613
68.561528970638,48.3498447248712
66.0289625258097,44.9874851084314
66.4810618667608,43.3041030633477
74.3762044016866,64.2290131792259
69.1346451282029,51.773354762787
70.5251441947087,64.8167345078572
60.0925772292172,53.4308499215115
63.3378792761682,44.5951258698478
69.9464499849804,53.7311107652206
72.8184480474925,61.4204696055391
65.598046094942,61.0655634973087
69.4087898669234,45.5709889979795
75.4735141632519,44.7962663106883
75.8861411170408,45.3625496225432
69.1969893050157,43.5340529228561
66.7448521820374,46.1025966835392
62.7823428198636,49.0713935629465
68.2052481703394,49.8336423743461
66.3011770955485,45.4542133792882
71.8166642829971,44.5594978067093
62.6540221971123,44.0003596992079
64.5632774911123,56.640364338819
64.5290962801812,44.6636669020518
76.744948674787,46.5230462783948
77.9798786115412,49.5610288887517
66.6568021374894,64.5788484268514
71.5803953622534,49.8610189860631
58.0224908762835,51.2918913696596
69.6928664519581,44.8553550065892
64.3244428295244,57.3103584837855
54.3997436746954,57.5949699032941
63.2618856760106,57.2781192331524
72.250212465709,50.2215749915634
72.0205370521377,55.262328990357
75.099501484817,44.9946342665626
67.000530476337,43.9621942336671
69.120246659501,57.51009986474
69.0316572001034,45.7599508357234
67.4381334379212,43.5790210370906
70.6101462503492,43.4541457672603
67.7461551145135,50.1946366947089
60.2139050961586,47.4910476831719
61.3380570273741,43.9588239363783
67.3099245378988,51.0543816123102
60.6059951499626,44.7607537375426
67.8609327882638,47.43347218493
73.4130453879326,53.3417790797077
67.53859039412,46.7068284279667
65.3209608691846,47.6826721802354
74.2914968988305,56.1465799353906
69.2344927291753,50.4362292285953
68.8569562206635,63.4931774668229
56.4945678461661,67.5947465494108
67.935874481243,57.0242132928111
67.4383817856507,47.166814961005
63.8109890332073,43.3937280664661
76.1463912023686,50.5484312117044
80.1399060855533,56.1011161908396
72.7467571768022,43.0368951680139
73.2224851659973,43.3882864673612
69.6483167856949,49.0470249103382
65.0298403463657,51.1053719880987
56.3485390979786,48.603769892361
66.5156296601637,50.0876106977106
70.4492983027929,53.0729613142033
71.0464208107953,47.4357078480534
68.0230849978943,63.5859279528094
54.3981138309365,43.2259615510622
56.5709212811727,47.0317933154163
66.4865149207581,49.3232561532352
66.3084019871714,69.5055847897903
65.4544794933719,56.7932634457835
65.0900428736596,44.7945650550466
69.4577037840735,43.5106384993566
71.7082767310857,49.6945909747968
71.5679909197314,47.1558966058936
65.7355638858807,47.3693669242784
73.7506934472848,44.2701454567723
62.6343857539028,73.7462230905668
71.6212182138048,67.9802777677552
79.9079091156048,47.5767783252522
57.4618924879491,53.7169155524667
69.1355150993943,55.4066978596095
77.8655461586443,47.0950387599467
66.6730529752795,44.08883968601
71.4569463869035,50.2012988492791
71.1758314718681,68.0321053177643
71.3091220841444,44.9270762564419
66.8197673200332,44.9068095670082
70.1790039498961,57.2496511164942
70.1015071388875,43.3531750818208
66.0810486049837,48.3413649043068
68.6318734430961,72.0631956070439
77.8864113174531,56.3766259953269
66.9309891196482,44.1991817331873
76.8008612872054,59.2345432845223
68.4811047334504,54.4535291796495
64.9658937211616,58.6534121111691
74.5340718068706,44.419948649127
68.2100556513336,45.1622606473975
63.5831270276801,44.296715529379
67.1640400928232,43.0491991229355
66.8945422019737,46.0430355546996
70.4567935610313,51.7462192481328
72.5375277914375,48.298003542237
71.0227640769506,43.0120260418388
71.7053632560985,60.9839695282996
68.2020308660391,48.1451667421497
63.1851086443812,59.1969539681891
57.7570719150015,53.9223056582124
59.2321471153649,46.6686527566053
68.7218650341418,47.2783056809567
63.980444609111,58.8228900853433
67.4642321848694,53.0576885897611
67.4366419708819,54.3022659016718
66.7417599735057,54.043996582361
62.7195911513638,50.5717442551881
68.9176305655447,45.5875561595894
64.715844759578,79.0632867065646
70.7334296642687,69.7120444088952
62.7672865875182,44.7117013652211
67.0856594620827,44.5627599372961
62.3461710614714,47.7504869191907
67.5709762440914,53.2540270508679
59.7736151692771,45.1254578379667
66.1811474461993,67.9092510796917
79.4272771469946,72.236046208419
74.182680852048,54.010468257213
70.7869004304647,63.8038019455335
56.208515935954,46.3356622196734
58.0636348360104,51.7534268299062
65.1893492111964,43.7467595655074
67.6308474815607,54.2625451798502
69.5085815279826,72.7917474120633
77.286192665048,45.6102354144678
63.6129221516698,61.8204511411321
78.2408607477957,57.5233218106161
72.2321163054073,52.6219178108443
62.5145387519444,65.7267016291452
56.5121129532045,59.1770712427684
59.0912672694546,49.9788864586185
67.4792749276768,49.1663213656284
56.6363898087836,56.4729367785045
73.0735911007637,48.2984103998169
56.8130138934703,47.761014346499
75.0052071505405,50.687740210997
72.7526928396716,50.6271131174583
70.9752653230582,53.5952983103637
62.6993562736638,44.4070264659822
67.6472472984681,50.1308806974895
78.2156277414469,46.4084234382026
72.2211714082657,43.4469468817115
64.6174803961117,48.0214463183656
66.5148637621091,49.4961678670664
76.6246891104512,48.209069638513
62.5759119345545,43.8967918559528
74.7708657819417,45.7897704495117
68.5070501962935,52.106151220942
72.1360849916772,44.5121750063263
67.2140147533112,44.0244762015217
67.6584016537443,57.0298055142053
61.2157001901835,81.2653829112487
70.8978951681995,44.907636701595
