val,measure
83.8621587399318,71.5166422650218
59.0647220068607,70.0123024210334
70.7496153059648,82.8683968030645
74.0941999790777,74.257132352398
84.0604833105732,68.1470828757365
81.1334279054069,70.7501849196851
79.8270686918045,69.6784958498936
89.652107853607,75.222386046908
81.5022918697555,79.0288650464631
80.5783413493547,74.7848027685094
71.0516881915693,75.7726663273192
80.4220210583412,76.2590356168032
76.3891700971666,69.0865731723607
84.7003720449666,72.2128299176693
71.6234822395099,71.105328630656
87.135656730796,76.0516901818749
85.6421994070007,71.564367365092
66.4625431671445,69.3593320697546
72.8997790650415,87.8987683792761
84.2492206576617,68.5243434421718
76.8729801459465,73.2710074149072
73.088636598895,69.5225910022029
71.8074674001748,101.125512523759
68.8148580100064,88.2821305235079
69.2944550298705,76.0152466442801
73.3496001537358,69.3849211484194
74.8011424458517,74.4136166643716
75.1429212044066,73.928793707663
76.5163562955216,68.5962547606967
70.7805132409373,69.9278706311079
63.9186393208782,72.3619609214365
68.9633543321747,70.7214683078519
88.3484299187676,72.9245744980872
68.1502912625516,80.8645957999661
75.667111775048,76.4977968108274
80.3060667678686,70.405086125037
83.5445135759037,69.6261239722371
73.119379201098,70.4813611730933
87.7856638521973,88.0141912241629
79.0133782272102,88.6522190113714
83.0107612648988,68.8058258146048
82.4754422544492,68.4750761762261
80.8061791188159,69.5401634387672
74.156800848136,69.3426031768322
72.4848618592077,79.4301621609165
84.8461780371699,73.8937013588811
62.3702287429819,70.0616357140243
82.4225329931892,80.3734551065399
61.6559983855377,74.2817626275447
71.9926395262974,72.1627771444619
64.927467143828,88.3786773522547
87.5845240712435,70.7795967943966
85.4746031711203,93.0211088643936
72.0127347974787,70.8670605197549
91.6205771276116,85.3733472665003
73.0324114264781,78.3888774957872
77.1986982778979,73.5368822664022
74.3675818409931,75.334087483863
72.026375949058,76.9022253077842
70.8475016516562,71.2050903886557
78.1349216193599,74.3543484387931
74.1026342582461,70.4273336045444
64.1463611964599,95.5090730176834
73.2407053812544,74.9536682363964
78.1246709235441,70.6761914963028
78.4768384788282,77.2642226439334
82.0527329167885,71.4972522333264
79.6912294963746,80.1515694373392
83.2593588233499,81.7421786480381
78.1873041401656,71.1823677122593
85.3008137702602,101.264341278184
78.6494849086234,69.7903100943795
72.3300873852825,73.5937733805066
83.9094869066432,72.9402893222868
68.7289194773489,68.4133410938084
84.2825759599956,76.5482403409101
67.8332658464115,73.2912052236497
89.7618865634076,77.5338596996285
84.5350817060713,68.3314895182848
83.1274331046241,68.3385538831486
73.5314813060214,74.0417345013834
88.5150433342712,92.7956726537613
86.2404058226985,82.0871803008749
72.9967050203852,91.490717230883
82.5330668365893,79.3598428808882
75.097451615469,76.7627722244474
72.4884844575827,95.4950759993462
76.2608312479044,74.271167166195
80.3839304609996,68.5827329643071
75.2958066386168,69.4571682587266
63.3065686083525,73.4053748138249
77.23751946298,70.569341023894
95.501365011813,73.8790049400545
70.6111243837221,79.4958104956362
70.2744551944632,69.5556052931478
76.2446501501785,77.1849538382507
77.0243501951826,79.7692366078242
83.685230237634,72.8958779983222
77.6891894340555,82.6727689497902
79.2430575355324,74.1374304440237
60.0443748025054,69.5302198378386
81.6940473238148,68.383319504559
69.1325553056866,70.1910735879353
70.3926363062424,68.5338357139917
80.1532384870117,72.5228635631502
70.5049011204417,81.3531701094641
75.9897969534423,73.0141113214195
85.9034253040619,70.7361406497657
71.0374006326474,77.1515097018696
85.897401489968,85.4927008358088
73.8868847545778,73.7163720172645
66.6453908018026,70.1395064070821
58.91593137058,69.7951813153923
77.3810422046489,71.7473224028945
80.6434357528567,68.3684871080263
86.930594745155,69.8775130845606
74.6715442590513,72.181415438652
82.0715651252275,79.3679754492011
75.6847959956547,75.2515989483213
69.8640209976145,77.6397137638546
73.2235900790503,71.161208640784
80.8960036047756,81.6489709983878
75.5962708500016,70.8298043336356
66.9148082996333,70.7790537439287
85.4010662319387,69.1470470428467
80.4182041332139,71.1374775916338
76.9283332993948,80.1776476644709
80.9276671500141,78.119424521587
66.735376824149,83.0897782592411
82.7597613640851,73.4436543174088
81.4159259709213,88.5384260256937
82.0577911894755,69.0532154329121
70.8861083547104,69.838613167925
71.3861383244522,70.668145749718
60.0980130556253,79.8320841037466
73.2071824178591,71.1458922389374
84.3058013170265,77.4092596914984
70.6132193707163,73.8779934854912
84.1535142922342,72.5889637246728
63.9523291595376,68.5673819221556
81.0209950311325,69.9302974194288
80.7875666024247,69.8338467516005
88.9069001385465,81.9728701405956
82.8975434004521,105.370612291465
94.039530749478,71.5892462208867
74.3040462092578,75.4280338156649
64.0843064464236,70.1026442311704
73.715167594608,73.3005032017827
88.3509178558885,76.1086354550339
86.4564676754451,73.9434196499511
67.1613682721305,73.7320504110671
96.2924568509944,70.6678657159209
84.2124161613788,68.7501792125404
90.9663761770179,76.4857239570833
69.3357288830642,76.8959097784377
84.4288714855719,69.9357752610519
78.7593486090909,71.5353560857475
67.0314938079818,68.84462210536
85.2226237008583,87.7463219006708
71.8435978160225,68.0828791823881
85.4125299356774,68.6884861748945
82.3432347541746,80.0910082005693
69.7118179023665,77.4954509433723
78.8676169437938,83.3907691626222
75.1475753810489,75.5049799900867
81.4124354836753,88.7151929875067
79.5067265042761,70.3287607692182
69.3870146212201,71.8938487842679
66.0552973204607,74.073992177508
64.7680824721861,82.2070733302071
74.1618295635134,69.7241224595801
58.8470329746783,68.7958754386633
77.5996567347895,90.3458340962095
84.6114957408893,68.6598807583536
70.3945197551065,68.9061929218461
81.8210004504094,85.9708995063952
73.8024005537257,75.1168148216225
78.7668228195277,100.069452447999
78.2034497711024,70.5969648808241
66.6503397581604,70.2302381172776
71.9750824256552,69.8781778849661
67.5811322822214,71.4516760185361
72.6725023333297,76.0118646543838
80.8652033466877,69.8950006216764
74.206826058479,96.9818431163546
69.4634756005774,79.216834976597
